User id,round,bucket,shift,count,shift_total_bucket,after_ai_appear_time,percent_shift,shift_per_sec,orientation,Acc
1,1,0,AI2Task,3,16,17.0,0.1875,0.23529411764705882,top,1
1,1,0,AI2User,1,16,17.0,0.0625,0.0784313725490196,top,1
1,1,0,Task2AI,1,16,17.0,0.0625,0.0784313725490196,top,1
1,1,0,Task2User,5,16,17.0,0.3125,0.39215686274509803,top,1
1,1,0,User2AI,3,16,17.0,0.1875,0.23529411764705882,top,1
1,1,0,User2Task,3,16,17.0,0.1875,0.23529411764705882,top,1
1,1,1,User2Task,1,1,17.0,1.0,0.0784313725490196,top,1
1,10,0,AI2Task,4,28,42.0,0.14285714285714285,0.12698412698412698,bottom,1
1,10,0,AI2User,1,28,42.0,0.03571428571428571,0.031746031746031744,bottom,1
1,10,0,Task2AI,2,28,42.0,0.07142857142857142,0.06349206349206349,bottom,1
1,10,0,Task2User,10,28,42.0,0.35714285714285715,0.31746031746031744,bottom,1
1,10,0,User2AI,3,28,42.0,0.10714285714285714,0.09523809523809523,bottom,1
1,10,0,User2Task,8,28,42.0,0.2857142857142857,0.25396825396825395,bottom,1
1,10,1,AI2Task,2,5,42.0,0.4,0.06349206349206349,bottom,1
1,10,1,Task2AI,2,5,42.0,0.4,0.06349206349206349,bottom,1
1,10,1,Task2User,1,5,42.0,0.2,0.031746031746031744,bottom,1
1,2,0,AI2Task,8,138,297.0,0.057971014492753624,0.03591470258136925,bottom,1
1,2,0,AI2User,1,138,297.0,0.007246376811594203,0.004489337822671156,bottom,1
1,2,0,Task2AI,9,138,297.0,0.06521739130434782,0.04040404040404041,bottom,1
1,2,0,Task2User,59,138,297.0,0.427536231884058,0.2648709315375982,bottom,1
1,2,0,User2AI,2,138,297.0,0.014492753623188406,0.008978675645342313,bottom,1
1,2,0,User2Task,59,138,297.0,0.427536231884058,0.2648709315375982,bottom,1
1,2,1,AI2Task,1,44,297.0,0.022727272727272728,0.004489337822671156,bottom,1
1,2,1,AI2User,1,44,297.0,0.022727272727272728,0.004489337822671156,bottom,1
1,2,1,Task2User,21,44,297.0,0.4772727272727273,0.09427609427609428,bottom,1
1,2,1,User2AI,1,44,297.0,0.022727272727272728,0.004489337822671156,bottom,1
1,2,1,User2Task,20,44,297.0,0.45454545454545453,0.08978675645342311,bottom,1
1,3,0,AI2Task,3,20,18.0,0.15,0.2222222222222222,top,1
1,3,0,AI2User,2,20,18.0,0.1,0.14814814814814814,top,1
1,3,0,Task2AI,4,20,18.0,0.2,0.2962962962962963,top,1
1,3,0,Task2User,4,20,18.0,0.2,0.2962962962962963,top,1
1,3,0,User2AI,2,20,18.0,0.1,0.14814814814814814,top,1
1,3,0,User2Task,5,20,18.0,0.25,0.37037037037037035,top,1
1,3,1,AI2User,1,4,18.0,0.25,0.07407407407407407,top,1
1,3,1,Task2AI,1,4,18.0,0.25,0.07407407407407407,top,1
1,3,1,User2AI,1,4,18.0,0.25,0.07407407407407407,top,1
1,3,1,User2Task,1,4,18.0,0.25,0.07407407407407407,top,1
1,4,0,AI2Task,1,25,44.0,0.04,0.030303030303030304,bottom,1
1,4,0,AI2User,2,25,44.0,0.08,0.06060606060606061,bottom,1
1,4,0,Task2User,10,25,44.0,0.4,0.30303030303030304,bottom,1
1,4,0,User2AI,3,25,44.0,0.12,0.09090909090909091,bottom,1
1,4,0,User2Task,9,25,44.0,0.36,0.2727272727272727,bottom,1
1,4,1,Task2User,5,10,44.0,0.5,0.15151515151515152,bottom,1
1,4,1,User2Task,5,10,44.0,0.5,0.15151515151515152,bottom,1
1,5,0,AI2Task,3,21,17.0,0.14285714285714285,0.23529411764705882,top,1
1,5,0,AI2User,2,21,17.0,0.09523809523809523,0.1568627450980392,top,1
1,5,0,Task2AI,2,21,17.0,0.09523809523809523,0.1568627450980392,top,1
1,5,0,Task2User,6,21,17.0,0.2857142857142857,0.47058823529411764,top,1
1,5,0,User2AI,3,21,17.0,0.14285714285714285,0.23529411764705882,top,1
1,5,0,User2Task,5,21,17.0,0.23809523809523808,0.39215686274509803,top,1
1,5,1,AI2Task,2,8,17.0,0.25,0.1568627450980392,top,1
1,5,1,Task2AI,1,8,17.0,0.125,0.0784313725490196,top,1
1,5,1,Task2User,2,8,17.0,0.25,0.1568627450980392,top,1
1,5,1,User2AI,1,8,17.0,0.125,0.0784313725490196,top,1
1,5,1,User2Task,2,8,17.0,0.25,0.1568627450980392,top,1
1,6,0,AI2Task,2,25,37.0,0.08,0.07207207207207207,bottom,1
1,6,0,AI2User,1,25,37.0,0.04,0.036036036036036036,bottom,1
1,6,0,Task2AI,1,25,37.0,0.04,0.036036036036036036,bottom,1
1,6,0,Task2User,10,25,37.0,0.4,0.36036036036036034,bottom,1
1,6,0,User2AI,2,25,37.0,0.08,0.07207207207207207,bottom,1
1,6,0,User2Task,9,25,37.0,0.36,0.32432432432432434,bottom,1
1,6,1,AI2Task,1,8,37.0,0.125,0.036036036036036036,bottom,1
1,6,1,Task2User,3,8,37.0,0.375,0.10810810810810811,bottom,1
1,6,1,User2AI,1,8,37.0,0.125,0.036036036036036036,bottom,1
1,6,1,User2Task,3,8,37.0,0.375,0.10810810810810811,bottom,1
1,7,0,AI2Task,3,14,19.0,0.21428571428571427,0.21052631578947367,top,1
1,7,0,AI2User,2,14,19.0,0.14285714285714285,0.14035087719298245,top,1
1,7,0,Task2AI,2,14,19.0,0.14285714285714285,0.14035087719298245,top,1
1,7,0,Task2User,3,14,19.0,0.21428571428571427,0.21052631578947367,top,1
1,7,0,User2AI,3,14,19.0,0.21428571428571427,0.21052631578947367,top,1
1,7,0,User2Task,1,14,19.0,0.07142857142857142,0.07017543859649122,top,1
1,7,1,Task2User,2,5,19.0,0.4,0.14035087719298245,top,1
1,7,1,User2Task,3,5,19.0,0.6,0.21052631578947367,top,1
1,8,0,AI2Task,3,28,36.0,0.10714285714285714,0.1111111111111111,bottom,1
1,8,0,Task2AI,1,28,36.0,0.03571428571428571,0.037037037037037035,bottom,1
1,8,0,Task2User,12,28,36.0,0.42857142857142855,0.4444444444444444,bottom,1
1,8,0,User2AI,1,28,36.0,0.03571428571428571,0.037037037037037035,bottom,1
1,8,0,User2Task,11,28,36.0,0.39285714285714285,0.4074074074074074,bottom,1
1,8,1,AI2Task,1,10,36.0,0.1,0.037037037037037035,bottom,1
1,8,1,Task2AI,1,10,36.0,0.1,0.037037037037037035,bottom,1
1,8,1,Task2User,4,10,36.0,0.4,0.14814814814814814,bottom,1
1,8,1,User2Task,4,10,36.0,0.4,0.14814814814814814,bottom,1
1,9,0,AI2Task,3,9,9.0,0.3333333333333333,0.4444444444444444,top,1
1,9,0,Task2AI,2,9,9.0,0.2222222222222222,0.2962962962962963,top,1
1,9,0,Task2User,2,9,9.0,0.2222222222222222,0.2962962962962963,top,1
1,9,0,User2AI,1,9,9.0,0.1111111111111111,0.14814814814814814,top,1
1,9,0,User2Task,1,9,9.0,0.1111111111111111,0.14814814814814814,top,1
1,9,1,AI2Task,1,3,9.0,0.3333333333333333,0.14814814814814814,top,1
1,9,1,Task2AI,2,3,9.0,0.6666666666666666,0.2962962962962963,top,1
1,1,1,Task2User,0,0,,0.0,0.0,top,1
1,1,1,AI2User,0,0,,0.0,0.0,top,1
1,1,1,AI2Task,0,0,,0.0,0.0,top,1
1,1,1,User2AI,0,0,,0.0,0.0,top,1
1,1,1,Task2AI,0,0,,0.0,0.0,top,1
1,2,1,Task2AI,0,0,,0.0,0.0,bottom,1
1,3,1,Task2User,0,0,,0.0,0.0,top,1
1,3,1,AI2Task,0,0,,0.0,0.0,top,1
1,4,0,Task2AI,0,0,,0.0,0.0,bottom,1
1,4,1,AI2User,0,0,,0.0,0.0,bottom,1
1,4,1,AI2Task,0,0,,0.0,0.0,bottom,1
1,4,1,User2AI,0,0,,0.0,0.0,bottom,1
1,4,1,Task2AI,0,0,,0.0,0.0,bottom,1
1,5,1,AI2User,0,0,,0.0,0.0,top,1
1,6,1,AI2User,0,0,,0.0,0.0,bottom,1
1,6,1,Task2AI,0,0,,0.0,0.0,bottom,1
1,7,1,AI2User,0,0,,0.0,0.0,top,1
1,7,1,AI2Task,0,0,,0.0,0.0,top,1
1,7,1,User2AI,0,0,,0.0,0.0,top,1
1,7,1,Task2AI,0,0,,0.0,0.0,top,1
1,8,0,AI2User,0,0,,0.0,0.0,bottom,1
1,8,1,AI2User,0,0,,0.0,0.0,bottom,1
1,8,1,User2AI,0,0,,0.0,0.0,bottom,1
1,9,0,AI2User,0,0,,0.0,0.0,top,1
1,9,1,Task2User,0,0,,0.0,0.0,top,1
1,9,1,AI2User,0,0,,0.0,0.0,top,1
1,9,1,User2Task,0,0,,0.0,0.0,top,1
1,9,1,User2AI,0,0,,0.0,0.0,top,1
1,10,1,AI2User,0,0,,0.0,0.0,bottom,1
1,10,1,User2Task,0,0,,0.0,0.0,bottom,1
1,10,1,User2AI,0,0,,0.0,0.0,bottom,1
2,1,0,AI2Task,2,50,107.0,0.04,0.024922118380062305,bottom,0
2,1,0,AI2User,1,50,107.0,0.02,0.012461059190031152,bottom,0
2,1,0,Task2User,24,50,107.0,0.48,0.29906542056074764,bottom,0
2,1,0,User2AI,2,50,107.0,0.04,0.024922118380062305,bottom,0
2,1,0,User2Task,21,50,107.0,0.42,0.2616822429906542,bottom,0
2,1,1,AI2User,3,33,107.0,0.09090909090909091,0.037383177570093455,bottom,0
2,1,1,Task2AI,3,33,107.0,0.09090909090909091,0.037383177570093455,bottom,0
2,1,1,Task2User,12,33,107.0,0.36363636363636365,0.14953271028037382,bottom,0
2,1,1,User2Task,15,33,107.0,0.45454545454545453,0.18691588785046728,bottom,0
2,10,0,Task2User,9,18,28.0,0.5,0.42857142857142855,top,0
2,10,0,User2Task,9,18,28.0,0.5,0.42857142857142855,top,0
2,10,1,Task2User,3,5,28.0,0.6,0.14285714285714285,top,0
2,10,1,User2Task,2,5,28.0,0.4,0.09523809523809523,top,0
2,2,0,AI2Task,1,38,59.0,0.02631578947368421,0.022598870056497175,top,0
2,2,0,AI2User,6,38,59.0,0.15789473684210525,0.13559322033898305,top,0
2,2,0,Task2AI,2,38,59.0,0.05263157894736842,0.04519774011299435,top,0
2,2,0,Task2User,10,38,59.0,0.2631578947368421,0.22598870056497175,top,0
2,2,0,User2AI,6,38,59.0,0.15789473684210525,0.13559322033898305,top,0
2,2,0,User2Task,13,38,59.0,0.34210526315789475,0.2937853107344633,top,0
2,2,1,AI2Task,1,16,59.0,0.0625,0.022598870056497175,top,0
2,2,1,Task2User,7,16,59.0,0.4375,0.15819209039548024,top,0
2,2,1,User2AI,1,16,59.0,0.0625,0.022598870056497175,top,0
2,2,1,User2Task,7,16,59.0,0.4375,0.15819209039548024,top,0
2,3,0,AI2User,1,12,18.0,0.08333333333333333,0.07407407407407407,bottom,0
2,3,0,Task2User,5,12,18.0,0.4166666666666667,0.37037037037037035,bottom,0
2,3,0,User2Task,6,12,18.0,0.5,0.4444444444444444,bottom,0
2,3,1,Task2User,1,2,18.0,0.5,0.07407407407407407,bottom,0
2,3,1,User2Task,1,2,18.0,0.5,0.07407407407407407,bottom,0
2,4,0,User2Task,1,1,49.0,1.0,0.027210884353741496,top,0
2,4,1,AI2User,1,4,49.0,0.25,0.027210884353741496,top,0
2,4,1,Task2User,1,4,49.0,0.25,0.027210884353741496,top,0
2,4,1,User2AI,2,4,49.0,0.5,0.05442176870748299,top,0
2,5,0,AI2Task,1,32,38.0,0.03125,0.03508771929824561,bottom,0
2,5,0,Task2AI,1,32,38.0,0.03125,0.03508771929824561,bottom,0
2,5,0,Task2User,15,32,38.0,0.46875,0.5263157894736842,bottom,0
2,5,0,User2Task,15,32,38.0,0.46875,0.5263157894736842,bottom,0
2,5,1,AI2Task,1,15,38.0,0.06666666666666667,0.03508771929824561,bottom,0
2,5,1,AI2User,3,15,38.0,0.2,0.10526315789473684,bottom,0
2,5,1,Task2User,3,15,38.0,0.2,0.10526315789473684,bottom,0
2,5,1,User2AI,5,15,38.0,0.3333333333333333,0.17543859649122806,bottom,0
2,5,1,User2Task,3,15,38.0,0.2,0.10526315789473684,bottom,0
2,6,0,Task2User,13,25,32.0,0.52,0.5416666666666666,top,0
2,6,0,User2Task,12,25,32.0,0.48,0.5,top,0
2,6,1,Task2User,2,4,32.0,0.5,0.08333333333333333,top,0
2,6,1,User2Task,2,4,32.0,0.5,0.08333333333333333,top,0
2,7,0,Task2User,12,24,41.0,0.5,0.3902439024390244,bottom,0
2,7,0,User2Task,12,24,41.0,0.5,0.3902439024390244,bottom,0
2,7,1,AI2User,1,16,41.0,0.0625,0.032520325203252036,bottom,0
2,7,1,Task2User,7,16,41.0,0.4375,0.22764227642276422,bottom,0
2,7,1,User2AI,1,16,41.0,0.0625,0.032520325203252036,bottom,0
2,7,1,User2Task,7,16,41.0,0.4375,0.22764227642276422,bottom,0
2,8,0,Task2User,8,18,27.0,0.4444444444444444,0.3950617283950617,top,0
2,8,0,User2Task,10,18,27.0,0.5555555555555556,0.49382716049382713,top,0
2,8,1,Task2User,4,7,27.0,0.5714285714285714,0.19753086419753085,top,0
2,8,1,User2Task,3,7,27.0,0.42857142857142855,0.14814814814814814,top,0
2,9,0,Task2User,15,28,66.0,0.5357142857142857,0.30303030303030304,bottom,0
2,9,0,User2Task,13,28,66.0,0.4642857142857143,0.26262626262626265,bottom,0
