User id,round,bucket,shift,count,shift_total_bucket,after_ai_appear_time,percent_shift,shift_per_sec,orientation,Acc
1,1,0,AI2User,1,7,17.0,0.14285714285714285,0.19607843137254904,top,1
1,1,0,Task2User,3,7,17.0,0.42857142857142855,0.5882352941176471,top,1
1,1,0,User2AI,1,7,17.0,0.14285714285714285,0.19607843137254904,top,1
1,1,0,User2Task,2,7,17.0,0.2857142857142857,0.3921568627450981,top,1
1,1,1,AI2Task,2,7,17.0,0.2857142857142857,0.3921568627450981,top,1
1,1,1,Task2User,2,7,17.0,0.2857142857142857,0.3921568627450981,top,1
1,1,1,User2AI,2,7,17.0,0.2857142857142857,0.3921568627450981,top,1
1,1,1,User2Task,1,7,17.0,0.14285714285714285,0.19607843137254904,top,1
1,1,2,AI2Task,1,3,17.0,0.3333333333333333,0.19607843137254904,top,1
1,1,2,Task2AI,1,3,17.0,0.3333333333333333,0.19607843137254904,top,1
1,1,2,User2Task,1,3,17.0,0.3333333333333333,0.19607843137254904,top,1
1,10,0,AI2Task,2,12,42.0,0.16666666666666666,0.15873015873015872,bottom,1
1,10,0,Task2AI,2,12,42.0,0.16666666666666666,0.15873015873015872,bottom,1
1,10,0,Task2User,4,12,42.0,0.3333333333333333,0.31746031746031744,bottom,1
1,10,0,User2Task,4,12,42.0,0.3333333333333333,0.31746031746031744,bottom,1
1,10,1,AI2Task,2,14,42.0,0.14285714285714285,0.15873015873015872,bottom,1
1,10,1,AI2User,1,14,42.0,0.07142857142857142,0.07936507936507936,bottom,1
1,10,1,Task2User,5,14,42.0,0.35714285714285715,0.39682539682539686,bottom,1
1,10,1,User2AI,3,14,42.0,0.21428571428571427,0.2380952380952381,bottom,1
1,10,1,User2Task,3,14,42.0,0.21428571428571427,0.2380952380952381,bottom,1
1,10,2,AI2Task,1,4,42.0,0.25,0.07936507936507936,bottom,1
1,10,2,Task2AI,1,4,42.0,0.25,0.07936507936507936,bottom,1
1,10,2,Task2User,1,4,42.0,0.25,0.07936507936507936,bottom,1
1,10,2,User2Task,1,4,42.0,0.25,0.07936507936507936,bottom,1
1,10,3,AI2Task,1,3,42.0,0.3333333333333333,0.07936507936507936,bottom,1
1,10,3,Task2AI,1,3,42.0,0.3333333333333333,0.07936507936507936,bottom,1
1,10,3,Task2User,1,3,42.0,0.3333333333333333,0.07936507936507936,bottom,1
1,2,0,AI2Task,1,61,297.0,0.01639344262295082,0.011223344556677891,bottom,1
1,2,0,Task2AI,1,61,297.0,0.01639344262295082,0.011223344556677891,bottom,1
1,2,0,Task2User,29,61,297.0,0.47540983606557374,0.3254769921436588,bottom,1
1,2,0,User2Task,30,61,297.0,0.4918032786885246,0.3367003367003367,bottom,1
1,2,1,AI2Task,7,67,297.0,0.1044776119402985,0.07856341189674523,bottom,1
1,2,1,AI2User,1,67,297.0,0.014925373134328358,0.011223344556677891,bottom,1
1,2,1,Task2AI,8,67,297.0,0.11940298507462686,0.08978675645342313,bottom,1
1,2,1,Task2User,25,67,297.0,0.373134328358209,0.28058361391694725,bottom,1
1,2,1,User2AI,2,67,297.0,0.029850746268656716,0.022446689113355782,bottom,1
1,2,1,User2Task,24,67,297.0,0.3582089552238806,0.26936026936026936,bottom,1
1,2,2,AI2User,1,42,297.0,0.023809523809523808,0.011223344556677891,bottom,1
1,2,2,Task2User,20,42,297.0,0.47619047619047616,0.2244668911335578,bottom,1
1,2,2,User2AI,1,42,297.0,0.023809523809523808,0.011223344556677891,bottom,1
1,2,2,User2Task,20,42,297.0,0.47619047619047616,0.2244668911335578,bottom,1
1,2,3,AI2Task,1,12,297.0,0.08333333333333333,0.011223344556677891,bottom,1
1,2,3,Task2User,6,12,297.0,0.5,0.06734006734006734,bottom,1
1,2,3,User2Task,5,12,297.0,0.4166666666666667,0.05611672278338945,bottom,1
1,3,0,AI2Task,1,11,18.0,0.09090909090909091,0.1851851851851852,top,1
1,3,0,AI2User,1,11,18.0,0.09090909090909091,0.1851851851851852,top,1
1,3,0,Task2AI,1,11,18.0,0.09090909090909091,0.1851851851851852,top,1
1,3,0,Task2User,3,11,18.0,0.2727272727272727,0.5555555555555556,top,1
1,3,0,User2AI,2,11,18.0,0.18181818181818182,0.3703703703703704,top,1
1,3,0,User2Task,3,11,18.0,0.2727272727272727,0.5555555555555556,top,1
1,3,1,AI2Task,1,6,18.0,0.16666666666666666,0.1851851851851852,top,1
1,3,1,AI2User,1,6,18.0,0.16666666666666666,0.1851851851851852,top,1
1,3,1,Task2AI,1,6,18.0,0.16666666666666666,0.1851851851851852,top,1
1,3,1,Task2User,1,6,18.0,0.16666666666666666,0.1851851851851852,top,1
1,3,1,User2Task,2,6,18.0,0.3333333333333333,0.3703703703703704,top,1
1,3,2,AI2Task,1,5,18.0,0.2,0.1851851851851852,top,1
1,3,2,AI2User,1,5,18.0,0.2,0.1851851851851852,top,1
1,3,2,Task2AI,2,5,18.0,0.4,0.3703703703703704,top,1
1,3,2,User2AI,1,5,18.0,0.2,0.1851851851851852,top,1
1,3,3,Task2AI,1,2,18.0,0.5,0.1851851851851852,top,1
1,3,3,User2Task,1,2,18.0,0.5,0.1851851851851852,top,1
1,4,0,AI2Task,1,7,44.0,0.14285714285714285,0.07575757575757576,bottom,1
1,4,0,AI2User,1,7,44.0,0.14285714285714285,0.07575757575757576,bottom,1
1,4,0,Task2User,2,7,44.0,0.2857142857142857,0.15151515151515152,bottom,1
1,4,0,User2AI,2,7,44.0,0.2857142857142857,0.15151515151515152,bottom,1
1,4,0,User2Task,1,7,44.0,0.14285714285714285,0.07575757575757576,bottom,1
