User id,round,bucket,shift,count,shift_total_bucket,after_ai_appear_time,percent_shift,shift_per_sec,orientation,Acc
1,1,0,Task2User,2,4,17.0,0.5,0.588235294117647,top,1
1,1,0,User2Task,2,4,17.0,0.5,0.588235294117647,top,1
1,1,1,AI2Task,1,5,17.0,0.2,0.2941176470588235,top,1
1,1,1,AI2User,1,5,17.0,0.2,0.2941176470588235,top,1
1,1,1,Task2User,1,5,17.0,0.2,0.2941176470588235,top,1
1,1,1,User2AI,2,5,17.0,0.4,0.588235294117647,top,1
1,1,2,AI2Task,1,5,17.0,0.2,0.2941176470588235,top,1
1,1,2,Task2User,2,5,17.0,0.4,0.588235294117647,top,1
1,1,2,User2AI,1,5,17.0,0.2,0.2941176470588235,top,1
1,1,2,User2Task,1,5,17.0,0.2,0.2941176470588235,top,1
1,1,3,AI2Task,1,2,17.0,0.5,0.2941176470588235,top,1
1,1,3,Task2AI,1,2,17.0,0.5,0.2941176470588235,top,1
1,1,4,User2Task,1,1,17.0,1.0,0.2941176470588235,top,1
1,10,0,AI2Task,2,8,42.0,0.25,0.23809523809523808,bottom,1
1,10,0,Task2AI,2,8,42.0,0.25,0.23809523809523808,bottom,1
1,10,0,Task2User,2,8,42.0,0.25,0.23809523809523808,bottom,1
1,10,0,User2Task,2,8,42.0,0.25,0.23809523809523808,bottom,1
1,10,1,Task2User,4,8,42.0,0.5,0.47619047619047616,bottom,1
1,10,1,User2AI,1,8,42.0,0.125,0.11904761904761904,bottom,1
1,10,1,User2Task,3,8,42.0,0.375,0.35714285714285715,bottom,1
1,10,2,AI2Task,2,10,42.0,0.2,0.23809523809523808,bottom,1
1,10,2,AI2User,1,10,42.0,0.1,0.11904761904761904,bottom,1
1,10,2,Task2User,3,10,42.0,0.3,0.35714285714285715,bottom,1
1,10,2,User2AI,2,10,42.0,0.2,0.23809523809523808,bottom,1
1,10,2,User2Task,2,10,42.0,0.2,0.23809523809523808,bottom,1
1,10,3,Task2User,1,2,42.0,0.5,0.11904761904761904,bottom,1
1,10,3,User2Task,1,2,42.0,0.5,0.11904761904761904,bottom,1
